* Measurement data measured by REW V5.40 beta 112
* Source: SSL 2+, MICROPHONE, L, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -12.0 dBFS with no timing reference
* Dated: Jan 8, 2026, 11:04:53 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: L RDSL-HILN-1225-N001 (HOT) Jan 8
* Smoothing: None
* Frequency Step: 0.3662109 Hz
* Start Frequency: 20.141602 Hz
*
* Freq(Hz); W(W); Phase(degrees)
107.299798; 1.42941E-5; 9.5780
107.666009; 1.42990E-5; 9.6101
108.032219; 1.43030E-5; 9.6406
108.398430; 1.43059E-5; 9.6710
108.764641; 1.43081E-5; 9.7039
109.130852; 1.43108E-5; 9.7397
109.497063; 1.43147E-5; 9.7768
109.863274; 1.43198E-5; 9.8128
110.229485; 1.43251E-5; 9.8467
110.595696; 1.43296E-5; 9.8791
110.961907; 1.43333E-5; 9.9122
111.328118; 1.43366E-5; 9.9465
111.694328; 1.43398E-5; 9.9817
112.060539; 1.43428E-5; 10.0174
112.426750; 1.43451E-5; 10.0539
112.792961; 1.43475E-5; 10.0930
113.159172; 1.43509E-5; 10.1343
113.525383; 1.43563E-5; 10.1751
113.891594; 1.43628E-5; 10.2117
114.257805; 1.43682E-5; 10.2428
114.624016; 1.43705E-5; 10.2721
114.990227; 1.43700E-5; 10.3056
115.356438; 1.43685E-5; 10.3461
115.722648; 1.43708E-5; 10.3904
116.088859; 1.43776E-5; 10.4298
116.455070; 1.43859E-5; 10.4582
116.821281; 1.43895E-5; 10.4789
117.187492; 1.43868E-5; 10.5035
117.553703; 1.43820E-5; 10.5428
117.919914; 1.43830E-5; 10.5963
118.286125; 1.43949E-5; 10.6492
118.652336; 1.44146E-5; 10.6828
119.018547; 1.44319E-5; 10.6892
119.384758; 1.44361E-5; 10.6797
119.750968; 1.44245E-5; 10.6796
120.117179; 1.44052E-5; 10.7100
120.483390; 1.43914E-5; 10.7738
120.849601; 1.43928E-5; 10.8521
121.215812; 1.44087E-5; 10.9197
121.582023; 1.44298E-5; 10.9617
121.948234; 1.44452E-5; 10.9824
122.314445; 1.44505E-5; 10.9986
122.680656; 1.44492E-5; 11.0262
123.046867; 1.44483E-5; 11.0678
123.413078; 1.44527E-5; 11.1142
123.779288; 1.44611E-5; 11.1550
124.145499; 1.44687E-5; 11.1868
124.511710; 1.44725E-5; 11.2157
124.877921; 1.44730E-5; 11.2493
125.244132; 1.44739E-5; 11.2896
125.610343; 1.44781E-5; 11.3327
125.976554; 1.44851E-5; 11.3716
126.342765; 1.44921E-5; 11.4036
126.708976; 1.44965E-5; 11.4318
127.075187; 1.44982E-5; 11.4619
127.441398; 1.44993E-5; 11.4967
127.807608; 1.45024E-5; 11.5350
128.173819; 1.45077E-5; 11.5725
128.540030; 1.45139E-5; 11.6062
128.906241; 1.45192E-5; 11.6368
129.272452; 1.45230E-5; 11.6670
129.638663; 1.45262E-5; 11.6993
130.004874; 1.45302E-5; 11.7334
130.371085; 1.45340E-5; 11.7674
130.737296; 1.45381E-5; 11.7993
131.103507; 1.45416E-5; 11.8297
131.469718; 1.45445E-5; 11.8610
131.835928; 1.45469E-5; 11.8954
132.202139; 1.45501E-5; 11.9329
132.568350; 1.45549E-5; 11.9714
132.934561; 1.45612E-5; 12.0081
133.300772; 1.45678E-5; 12.0415
133.666983; 1.45735E-5; 12.0726
134.033194; 1.45779E-5; 12.1031
134.399405; 1.45813E-5; 12.1345
134.765616; 1.45842E-5; 12.1675
135.131827; 1.45870E-5; 12.2023
135.498037; 1.45900E-5; 12.2386
135.864248; 1.45933E-5; 12.2760
136.230459; 1.45972E-5; 12.3143
136.596670; 1.46021E-5; 12.3526
136.962881; 1.46082E-5; 12.3897
137.329092; 1.46146E-5; 12.4250
137.695303; 1.46209E-5; 12.4578
138.061514; 1.46262E-5; 12.4891
138.427725; 1.46308E-5; 12.5201
138.793936; 1.46350E-5; 12.5515
139.160147; 1.46391E-5; 12.5834
139.526357; 1.46433E-5; 12.6153
139.892568; 1.46472E-5; 12.6470
140.258779; 1.46506E-5; 12.6794
140.624990; 1.46540E-5; 12.7136
140.991201; 1.46583E-5; 12.7497
141.357412; 1.46639E-5; 12.7870
141.723623; 1.46705E-5; 12.8228
142.089834; 1.46771E-5; 12.8566
142.456045; 1.46828E-5; 12.8889
142.822256; 1.46877E-5; 12.9225
143.188467; 1.46928E-5; 12.9584
143.554677; 1.46990E-5; 12.9948
143.920888; 1.47064E-5; 13.0289
144.287099; 1.47135E-5; 13.0581
144.653310; 1.47178E-5; 13.0833
145.019521; 1.47183E-5; 13.1085
145.385732; 1.47153E-5; 13.1389
145.751943; 1.47116E-5; 13.1778
146.118154; 1.47105E-5; 13.2243
146.484365; 1.47140E-5; 13.2731
146.850576; 1.47219E-5; 13.3175
147.216787; 1.47319E-5; 13.3531
147.582997; 1.47410E-5; 13.3800
147.949208; 1.47474E-5; 13.4023
148.315419; 1.47510E-5; 13.4249
148.681630; 1.47532E-5; 13.4509
149.047841; 1.47559E-5; 13.4813
149.414052; 1.47603E-5; 13.5143
149.780263; 1.47669E-5; 13.5479
150.146474; 1.47745E-5; 13.5801
150.512685; 1.47818E-5; 13.6103
150.878896; 1.47884E-5; 13.6391
151.245107; 1.47952E-5; 13.6689
151.611317; 1.48013E-5; 13.7023
151.977528; 1.48075E-5; 13.7413
152.343739; 1.48130E-5; 13.7851
152.709950; 1.48209E-5; 13.8296
153.076161; 1.48305E-5; 13.8701
153.442372; 1.48403E-5; 13.9045
153.808583; 1.48469E-5; 13.9351
154.174794; 1.48497E-5; 13.9663
154.541005; 1.48504E-5; 14.0012
154.907216; 1.48511E-5; 14.0393
155.273427; 1.48529E-5; 14.0767
155.639637; 1.48552E-5; 14.1106
156.005848; 1.48566E-5; 14.1408
156.372059; 1.48567E-5; 14.1700
156.738270; 1.48567E-5; 14.2007
157.104481; 1.48584E-5; 14.2328
157.470692; 1.48631E-5; 14.2638
157.836903; 1.48703E-5; 14.2908
158.203114; 1.48785E-5; 14.3132
158.569325; 1.48865E-5; 14.3325
158.935536; 1.48937E-5; 14.3521
159.301746; 1.49006E-5; 14.3741
159.667957; 1.49078E-5; 14.4004
160.034168; 1.49162E-5; 14.4314
160.400379; 1.49263E-5; 14.4665
